business_unit,lead_contact,title,job_level,industry,team,channel,lead_product,sales_qualified
business_unit_4,Contact,Financial Services Director,Director-Level,Pharmacy Service,team_11,Webinar,product_60,0
business_unit_4,Contact,"Director, Nursing",Director-Level,Correctional Facility,team_11,Webinar,product_60,0
business_unit_4,Lead,"Vice President, Operations",,Pharmaceutical,team_11,Webinar,product_60,0
business_unit_4,Lead,Chief Financial Officer,,Other,team_11,Webinar,product_60,0
business_unit_4,Contact,Director of Nursing,Director-Level,Health System,team_11,Webinar,product_60,0
business_unit_4,Contact,"Director, Fulfillment Pharmacy Operations",Director-Level,Pharmacy,team_11,Webinar,product_60,0
business_unit_4,Contact,Chief Financial Officer,C-Level,Pharmacy,team_11,Webinar,product_60,0
business_unit_4,Contact,VP Operations,VP-Level,Pharmacy,team_11,Webinar,product_60,0
business_unit_1,Contact,Billing,,DME & Medical Supplies,team_3,Inbound Call,product_1,1
business_unit_1,Contact,RCM Manager,Manager-Level,Ambulatory Health Care Facilities,team_3,Webinar,product_34,1
business_unit_1,Lead,,,Other,team_1,Demo Request,product_13,0
business_unit_1,Contact,Director,Director-Level,Skilled Nursing Facility,team_1,Inbound Call,product_41,1
business_unit_3,Lead,"Director, Digital Marketing",Director-Level,Hospital,team_9,Demo Request,product_13,0
business_unit_1,Lead,Provider,,Chiropractic,team_3,Inbound Call,product_1,0
business_unit_1,Lead,,,Other Ambulatory Provider,team_3,Demo Request,product_7,1
business_unit_3,Contact,Patient Access Rep. III,,Hospital,team_9,Webinar,product_13,0
business_unit_1,Contact,Billing,,Home Health,team_1,Inbound Call,product_1,1
business_unit_1,Lead,LICSW,,Mental Health,team_3,Inbound Call,product_1,0
business_unit_1,Contact,,,Residential Treatment Facilities,team_3,PPC,product_27,1
business_unit_1,Contact,Human Resources,,Physician,team_5,Webinar,product_68,0
business_unit_3,Lead,Owner,,Financial Services,team_9,PPC,product_23,0
business_unit_1,Contact,,,Transportation Services,team_3,PPC,product_27,1
business_unit_1,Contact,Admissions Manager,,Home Health,team_1,Webinar,product_27,0
business_unit_1,Lead,Director,,Other Ambulatory Provider,team_3,Webinar,product_34,0
business_unit_1,Lead,HOME HEALTH MANAGER,Manager-Level,Home Health,team_1,Webinar,product_5,0
business_unit_1,Lead,Admin/Billing,,Physician,team_3,Webinar,product_27,0
business_unit_1,Lead,Physical Therapist,,Physician,team_3,Webinar,product_40,0
business_unit_1,Lead,,,Assisted Living Facility,team_5,Demo Request,product_57,0
business_unit_1,Lead,,,Software Vendor,team_2,Demo Request,product_24,1
business_unit_2,Lead,,,Pharmaceutical,team_12,Demo Request,product_51,1
business_unit_1,Lead,,,Other Ambulatory Provider,team_3,Demo Request,product_27,1
business_unit_1,Lead,,,Home Health,team_1,PPC,product_27,0
business_unit_1,Lead,Billing,,Home Health,team_1,Webinar,product_5,0
business_unit_4,Lead,Consultant,,Health System,team_11,Webinar,product_58,0
business_unit_4,Lead,Pharmacy Channel Consultant,,Pharmacy,team_11,Webinar,product_58,0
business_unit_1,Lead,,,Software Vendor,team_2,Demo Request,product_22,0
business_unit_1,Lead,,,Physician,team_3,PPC,product_27,0
business_unit_1,Lead,,,Physician,team_3,PPC,product_27,0
business_unit_1,Lead,,,Hospital,team_4,PPC,product_27,0
business_unit_1,Contact,Billing Manager,Manager-Level,Skilled Nursing Facility,team_1,Webinar,product_27,0
business_unit_1,Lead,,,,team_5,Webinar,product_68,0
business_unit_1,Contact,Revenue Cycle Manager,Manager-Level,PT/OT/Rehab,team_3,Webinar,product_27,0
business_unit_1,Contact,Billing Manager,Staff-Level,Transportation Services,team_3,Webinar,product_27,0
business_unit_1,Contact,Billing Manager,Manager-Level,ACOs-MCOs-IDNs,team_3,Webinar,product_27,0
business_unit_4,Lead,"Manager, National Pharmacy Projects",Manager-Level,Pharmacy,team_11,Webinar,product_58,0
business_unit_1,Contact,Office Manager,Manager-Level,Home Health,team_1,Webinar,product_27,0
business_unit_4,Contact,Director Of Pharmacy,Director-Level,Hospital,team_11,Webinar,product_58,0
business_unit_4,Contact,Pharmacy Operations Manager,Manager-Level,Pharmacy,team_11,Webinar,product_58,0
business_unit_1,Contact,Billing,Staff-Level,Billing Services,team_3,Webinar,product_34,0
business_unit_4,Contact,Director of Pharmacy,Director-Level,Hospital,team_11,Webinar,product_58,0
business_unit_1,Contact,Billing Manager,Manager-Level,Transportation Services,team_3,Webinar,product_34,0
business_unit_1,Contact,CEO,C-Level,Hospice,team_1,Webinar,product_5,0
business_unit_1,Contact,Administrator,Director-Level,Home Health,team_1,Webinar,product_5,0
business_unit_1,Contact,Alt. Administrator,Director-Level,Hospice,team_1,Webinar,product_5,0
business_unit_4,Contact,Director of Pharmacy,Director-Level,Hospital,team_11,Webinar,product_58,0
business_unit_1,Contact,Accounting Manager,Manager-Level,Other Ambulatory Provider,team_3,Webinar,product_34,1
business_unit_4,Contact,Executive Director,Director-Level,Pharmacy,team_11,Webinar,product_58,0
business_unit_1,Contact,Intake Coordinator,,Home Health,team_1,Webinar,product_5,0
business_unit_1,Contact,COO,Director-Level,Skilled Nursing Facility,team_1,Webinar,product_5,0
business_unit_4,Contact,Clinical Pharmacist,,Health System,team_11,Webinar,product_58,0
business_unit_1,Contact,Admissions Director,,Skilled Nursing Facility,team_1,Webinar,product_27,0
business_unit_1,Contact,Billing Manager,Manager-Level,Mental Health,team_3,Webinar,product_34,0
business_unit_1,Lead,Dir Supply Chain,,Ambulatory Health Care Facilities,team_7,Demo Request,product_3,1
business_unit_1,Lead,Director of Pharmacy,,Ambulatory Health Care Facilities,team_7,Demo Request,product_3,1
business_unit_1,Contact,A/R Coordinator,Staff-Level,Skilled Nursing Facility,team_1,Webinar,product_50,1
business_unit_3,Lead,Unknown,,Health Plan / Payer,team_9,Demo Request,product_13,1
business_unit_4,Contact,CEO,C-Level,Pharmacy,team_11,Webinar,product_60,0
business_unit_1,Lead,CEO,,Hospice,team_1,Web Chat,product_1,0
business_unit_1,Lead,Billing,,Billing Services,team_3,Inbound Call,product_4,1
business_unit_1,Lead,DON,Director-Level,Hospital,team_5,Webinar,product_68,0
business_unit_1,Lead,,,Other Ambulatory Provider,team_3,PPC,product_47,0
business_unit_1,Lead,,,Home Health,team_1,Demo Request,product_27,0
business_unit_1,Contact,Nurse Manager,,Ambulatory Health Care Facilities,team_5,Webinar,product_68,0
business_unit_1,Lead,Billing,,Skilled Nursing Facility,team_1,Web Chat,product_1,0
business_unit_1,Contact,Clinical Manager,,Physician,team_5,Webinar,product_68,0
business_unit_1,Contact,Clinical Manager,,Physician,team_5,Webinar,product_68,0
business_unit_3,Lead,Managing Partner,,Other,team_9,PPC,product_23,0
business_unit_2,Lead,,,Other,team_8,Demo Request,product_19,0
business_unit_1,Lead,Independent Contractor,,Other Ambulatory Provider,team_3,Inbound Call,product_1,0
business_unit_1,Lead,Software Coordinator and Applications Lead,,DME & Medical Supplies,team_3,Web Chat,product_24,0
business_unit_1,Contact,Accounting Manager,Manager-Level,Skilled Nursing Facility,team_1,Webinar,product_5,1
business_unit_4,Contact,Vice President General Manager II,VP-Level,Consulting Services,team_11,Webinar,product_58,0
business_unit_4,Contact,Strategic Account Manager,Manager-Level,Software Vendor,team_11,Webinar,product_58,0
business_unit_4,Contact,Associate Director,Director-Level,Pharmaceutical,team_11,Webinar,product_58,0
business_unit_1,Contact,Billing,,Mental Health,team_3,Inbound Call,product_1,1
business_unit_1,Contact,Billing,,Physician,team_3,Inbound Call,product_1,1
business_unit_4,Lead,Client Clinical Advisor,,Pharmacy,team_11,Web Chat,product_60,1
business_unit_1,Lead,Billing,,Home Health,team_1,Inbound Call,product_1,0
business_unit_1,Contact,Human Resources Director,Director-Level,Skilled Nursing Facility,team_6,Demo Request,product_43,0
business_unit_1,Contact,Owner,,Physician,team_3,Inbound Call,product_1,1
business_unit_1,Contact,Administrator,Director-Level,Home Health,team_1,Webinar,product_27,0
business_unit_1,Contact,LICSW,Provider-Level,Other Ambulatory Provider,team_3,Webinar,product_27,0
business_unit_1,Contact,A/R Specialist,Staff-Level,Billing Services,team_3,Webinar,product_27,0
business_unit_1,Contact,Billing Manager,Manager-Level,Hospital,team_4,Webinar,product_7,1
business_unit_1,Contact,Senior Director,Director-Level,Mental Health,team_3,Webinar,product_27,1
business_unit_1,Contact,PA,,Physician,team_5,Webinar,product_68,0
business_unit_1,Contact,Nurse Manager,Manager-Level,Physician,team_5,Webinar,product_68,0
business_unit_1,Contact,Revenue Cycle Director,Director-Level,Hospital,team_4,Webinar,product_7,0
business_unit_1,Contact,Office Coordinator,Staff-Level,Hospital,team_4,Webinar,product_7,0
business_unit_1,Contact,Patient Accounts Manager,Manager-Level,Hospital,team_4,Webinar,product_7,0
business_unit_1,Contact,biller,Staff-Level,Hospital,team_4,Webinar,product_7,0
business_unit_1,Contact,Owner/Provider,C-Level,Mental Health,team_3,Webinar,product_27,1
business_unit_1,Contact,Resident Financial Coordinator,Staff-Level,Hospital,team_4,Webinar,product_7,0
business_unit_1,Contact,Director of Nursing,Director-Level,Hospital,team_5,Webinar,product_68,0
business_unit_1,Contact,Clinical Nurse Manager,Manager-Level,Hospital,team_5,Webinar,product_68,0
business_unit_1,Contact,Operations Manager,Manager-Level,Laboratories,team_5,Webinar,product_68,0
business_unit_1,Contact,Health Information Management Director,Director-Level,Hospital,team_5,Webinar,product_68,0
business_unit_1,Contact,Research Operations Manager Case Western Reserve University,Manager-Level,Health System,team_5,Webinar,product_68,0
business_unit_1,Contact,Compliance Officer/ Director of Rehabilitation,Director-Level,Skilled Nursing Facility,team_1,Webinar,product_7,1
business_unit_1,Contact,Biller,Staff-Level,Hospital,team_4,Webinar,product_7,0
business_unit_1,Contact,Human Resources Director,Director-Level,Physician,team_5,Webinar,product_68,0
business_unit_1,Contact,RN Case Manager,Manager-Level,Hospital,team_4,Webinar,product_7,0
business_unit_1,Contact,Director of Nursing,Director-Level,Skilled Nursing Facility,team_5,Webinar,product_68,0
business_unit_1,Contact,Ambulatory Nurse Manager,Manager-Level,Health System,team_5,Webinar,product_68,0
business_unit_1,Contact,Nurse Manager,Manager-Level,Hospital,team_5,Webinar,product_68,0
business_unit_1,Contact,Business Office Supervisor,Staff-Level,Hospital,team_4,Webinar,product_7,0
business_unit_1,Contact,patient financial service rep,Staff-Level,Hospital,team_4,Webinar,product_7,0
business_unit_1,Contact,"Director, Human Resources",Director-Level,Hospital,team_5,Webinar,product_68,0
business_unit_1,Contact,Director Of Nursing Services - Medical Surgical,Director-Level,Hospital,team_5,Webinar,product_68,0
business_unit_1,Contact,DON,Director-Level,Skilled Nursing Facility,team_5,Webinar,product_68,0
business_unit_1,Contact,Clinical Nurse Manager,Manager-Level,Hospital,team_5,Webinar,product_68,0
business_unit_1,Contact,Care Delivery Manager,Manager-Level,Hospital,team_5,Webinar,product_68,0
business_unit_1,Contact,Manager of Clinic Operations,Manager-Level,Health System,team_5,Webinar,product_68,0
business_unit_1,Contact,business office manager,Manager-Level,Skilled Nursing Facility,team_1,Webinar,product_27,0
business_unit_1,Contact,Physical Therapy/Rehabilitation Dir,,Skilled Nursing Facility,team_1,Webinar,product_7,0
business_unit_1,Contact,LPN/Admin Assistant,Staff-Level,Skilled Nursing Facility,team_1,Webinar,product_7,1
business_unit_1,Contact,Business Office Manager,Manager-Level,Hospital,team_4,Webinar,product_7,0
business_unit_1,Contact,Admissions manager,Manager-Level,Skilled Nursing Facility,team_1,Webinar,product_27,0
business_unit_1,Contact,PB Billing Supervisor,Staff-Level,Hospital,team_4,Webinar,product_7,0
business_unit_1,Contact,Business Office Manager,Manager-Level,Hospital,team_4,Webinar,product_7,0
business_unit_1,Contact,Information Technology Director,Director-Level,Hospital,team_5,Webinar,product_68,0
business_unit_1,Lead,Data,,Ambulatory Health Care Facilities,team_7,Demo Request,product_3,0
business_unit_1,Lead,,,Hospital,team_5,PPC,product_57,1
business_unit_1,Lead,Billing,,Chiropractic,team_3,Inbound Call,product_4,0
business_unit_2,Lead,"Director, HEOR",,Pharmaceutical,team_8,Tradeshow,product_19,1
business_unit_2,Lead,Value & Access,,Pharmaceutical,team_8,Tradeshow,product_19,0
business_unit_2,Lead,Sr Medical Value & Evidence Liaison,,Pharmaceutical,team_8,Tradeshow,product_61,1
business_unit_2,Lead,MOVL,,Pharmaceutical,team_8,Tradeshow,product_61,0
business_unit_2,Lead,"Sr. Director, Regional Accounts",,Pharmaceutical,team_8,Tradeshow,product_61,0
business_unit_2,Lead,"Account Director, RWE Clinical Trials",,Pharmaceutical,team_12,Tradeshow,product_51,0
business_unit_2,Lead,VP of Life Science Partnerships,,Pharmaceutical,team_8,Tradeshow,product_19,0
business_unit_2,Lead,Medical Value & Outcomes Associate Director,,Pharmaceutical,team_8,Tradeshow,product_61,1
business_unit_2,Lead,Director Payer Account Management,,Pharmaceutical,team_8,Tradeshow,product_19,0
business_unit_2,Lead,"Head, Field Value and Market Access",,Pharmaceutical,team_12,Tradeshow,product_51,0
business_unit_2,Lead,"Director, Quantitative Research Scientist",,Pharmaceutical,team_8,Tradeshow,product_19,0
business_unit_2,Lead,VP of Pharmacy,,Pharmaceutical,team_12,Tradeshow,product_51,0
business_unit_2,Lead,HEOR,,Pharmaceutical,team_12,Tradeshow,product_51,0
business_unit_2,Contact,Assistant Director-health Systems Marketing,,Pharmaceutical,team_8,Tradeshow,product_61,0
business_unit_2,Lead,Director,,Pharmaceutical,team_8,Tradeshow,product_61,0
business_unit_2,Contact,Product Manager,Manager-Level,Pharmaceutical,team_8,Tradeshow,product_19,1
business_unit_2,Contact,Director Regional Accounts-west,,Pharmaceutical,team_8,Tradeshow,product_61,0
business_unit_2,Contact,Sales Hospital Head (US),Director-Level,Pharmaceutical,team_8,Tradeshow,product_19,0
business_unit_2,Lead,Manager,,,team_8,Tradeshow,product_61,0
business_unit_2,Contact,Director-east Managed Markets,,Pharmaceutical,team_8,Tradeshow,product_61,0
business_unit_2,Contact,Group Director,Director-Level,Pharmaceutical,team_8,Tradeshow,product_19,0
business_unit_2,Contact,Associate Director,Director-Level,Pharmaceutical,team_8,Tradeshow,product_19,0
business_unit_2,Contact,"Senior Urology Marketing Manager Womens Health, Urology",,Pharmaceutical,team_8,Tradeshow,product_61,0
business_unit_2,Contact,"Associate Director, HEOR VDT",,Pharmaceutical,team_8,Tradeshow,product_19,0
business_unit_2,Contact,"Director, Strategic Partnerships",,Pharmaceutical,team_8,Tradeshow,product_61,0
business_unit_1,Contact,MANAGER APPEALS,Manager-Level,Home Health,team_1,Demo Request,product_28,0
business_unit_4,Contact,Product Manager,Manager-Level,Pharmaceutical,team_11,Demo Request,product_58,0
business_unit_1,Lead,"Division Vice President, Operations, Home Health",,Home Health,team_5,Webinar,product_68,0
business_unit_1,Contact,Nurse Manager,Manager-Level,Physician,team_5,Webinar,product_68,0
business_unit_1,Contact,Administrator,Director-Level,Skilled Nursing Facility,team_1,Webinar,product_7,1
business_unit_1,Contact,Claims specialist,Staff-Level,Hospital,team_4,Webinar,product_7,0
business_unit_1,Lead,Owner,,Billing Services,team_3,Inbound Call,product_1,1
business_unit_1,Contact,Patient Access Officer,Staff-Level,Ambulatory Health Care Facilities,team_3,Webinar,product_7,0
business_unit_1,Lead,,,,team_3,Webinar,product_68,0
business_unit_1,Contact,Clinical Manager,Manager-Level,Physician,team_5,Webinar,product_68,0
business_unit_1,Contact,Information Technology Director,Director-Level,Assisted Living Facility,team_5,Webinar,product_68,0
business_unit_1,Contact,Clinical Care Manager,Manager-Level,Physician,team_5,Webinar,product_68,0
business_unit_1,Contact,Clinical Nutrition Manager and Pediatric Dietitian,Manager-Level,Hospital,team_5,Webinar,product_68,0
business_unit_1,Contact,Nursing Director,Director-Level,Pharmacy Service,team_5,Webinar,product_68,0
business_unit_1,Contact,Medicare Biller,Staff-Level,Hospital,team_4,Webinar,product_7,0
business_unit_1,Contact,COO,C-Level,Physician,team_5,Webinar,product_68,0
business_unit_1,Contact,Clinical Manager Mayfair,Manager-Level,Physician,team_5,Webinar,product_68,0
business_unit_1,Contact,Assistant Nurse Manager,Manager-Level,Hospital,team_5,Webinar,product_68,0
business_unit_1,Contact,Nursing Director,Director-Level,Health System,team_5,Webinar,product_68,0
business_unit_1,Contact,Charge Nurse,Provider-Level,Physician,team_5,Webinar,product_68,0
business_unit_1,Contact,Director of Operations,Director-Level,Ambulatory Health Care Facilities,team_5,Webinar,product_68,0
business_unit_1,Contact,Collections,Staff-Level,Hospital,team_4,Webinar,product_7,0
business_unit_1,Contact,HR Manager,Manager-Level,Skilled Nursing Facility,team_5,Webinar,product_68,0
business_unit_1,Contact,"Director, Nursing Services",Director-Level,Health System,team_5,Webinar,product_68,0
business_unit_3,Contact,Senior Director Medicaid risk adjustment,Director-Level,Health Plan / Payer,team_9,Webinar,product_14,0
business_unit_1,Contact,Billing Manager,Manager-Level,PT/OT/Rehab,team_3,Web Chat,product_1,0
business_unit_1,Contact,Office Manager,Manager-Level,Ambulatory Health Care Facilities,team_3,Inbound Call,product_1,1
business_unit_1,Lead,Office Manager,Manager-Level,Physician,team_3,Webinar,product_40,0
business_unit_1,Lead,VP-Marketing & Sales,,Software Vendor,team_2,Webinar,product_40,0
business_unit_1,Contact,Billing,Staff-Level,Home Health,team_1,Inbound Call,product_1,1
business_unit_1,Lead,Billing,,Home Health,team_1,Inbound Call,product_1,1
business_unit_1,Lead,Consultant,,Consulting Services,team_6,Web Chat,product_3,0
business_unit_1,Contact,Office Manager,,Physician,team_3,Web Chat,product_1,0
business_unit_1,Lead,Unknown,,Software Vendor,team_2,Inbound Call,product_24,0
business_unit_1,Contact,Billing,Manager-Level,Skilled Nursing Facility,team_1,Webinar,product_50,0
business_unit_3,Contact,risk adjustment auditor,Staff-Level,Health Plan / Payer,team_9,Webinar,product_14,0
business_unit_3,Contact,Risk Adjustment Coding and Compliance Manager,Manager-Level,Health Plan / Payer,team_9,Webinar,product_14,0
business_unit_1,Lead,CEO/Clinician,,Mental Health,team_3,Inbound Call,product_1,0
business_unit_3,Contact,Director,Manager-Level,Health Plan / Payer,team_9,Webinar,product_14,0
business_unit_1,Lead,Billing Specialist,,Home Health,team_1,Inbound Call,product_4,1
business_unit_1,Contact,Administrator,Director-Level,Home Health,team_1,Webinar,product_27,0
business_unit_1,Contact,,,DME & Medical Supplies,team_3,Webinar,product_40,0
business_unit_1,Contact,billing,Staff-Level,Chiropractic,team_3,Webinar,product_40,1
business_unit_1,Contact,Admissions Coordinator,Staff-Level,Skilled Nursing Facility,team_1,Webinar,product_40,1
business_unit_1,Contact,Admin/Owner,,Home Health,team_1,Webinar,product_40,0
business_unit_1,Contact,Director,Director-Level,Ambulatory Health Care Facilities,team_3,Webinar,product_40,0
business_unit_1,Contact,Billing Manager,Manager-Level,Health System,team_4,Webinar,product_40,0
business_unit_1,Contact,billing,Staff-Level,Physician,team_3,Webinar,product_40,0
business_unit_1,Contact,Practice Manager,Manager-Level,Ambulatory Health Care Facilities,team_3,Webinar,product_40,0
business_unit_1,Contact,,,Home Health,team_1,Webinar,product_40,0
business_unit_1,Contact,Medical Biller,Staff-Level,Skilled Nursing Facility,team_1,Webinar,product_40,0
business_unit_1,Contact,Billing Manager,Manager-Level,Mental Health,team_3,Webinar,product_40,0
business_unit_1,Contact,Accountant 3,,Skilled Nursing Facility,team_1,Webinar,product_40,0
business_unit_1,Contact,Owner,C-Level,Skilled Nursing Facility,team_1,Webinar,product_40,1
business_unit_1,Contact,CFO,,Skilled Nursing Facility,team_1,Webinar,product_40,0
business_unit_1,Contact,,,Skilled Nursing Facility,team_1,Webinar,product_40,0
business_unit_1,Contact,Hospice Biller,,Home Health,team_1,Webinar,product_40,1
business_unit_1,Contact,Staff Accountant,Staff-Level,Home Health,team_1,Webinar,product_40,0
business_unit_1,Contact,CFO,,Skilled Nursing Facility,team_1,Webinar,product_40,1
business_unit_1,Contact,CBO BILLER,Staff-Level,Skilled Nursing Facility,team_1,Webinar,product_40,0
business_unit_1,Contact,Contact,,Ambulatory Health Care Facilities,team_3,Webinar,product_40,0
business_unit_1,Contact,Business Office Manager,Manager-Level,Skilled Nursing Facility,team_1,Webinar,product_40,0
business_unit_1,Contact,Care Provider,Provider-Level,Physician,team_3,Webinar,product_40,0
business_unit_1,Contact,Business Office Manager,Manager-Level,Skilled Nursing Facility,team_1,Webinar,product_40,0
business_unit_1,Contact,Owner,C-Level,DME & Medical Supplies,team_3,Demo Request,product_7,1
business_unit_3,Contact,Senior Director,Director-Level,Health Plan / Payer,team_9,Webinar,product_29,0
business_unit_1,Lead,,,Physician,team_3,PPC,product_27,1
business_unit_1,Lead,,,Billing Services,team_3,Demo Request,product_4,1
business_unit_1,Lead,Alt Administrator,Director-Level,Home Health,team_1,Webinar,product_40,0
business_unit_1,Lead,owner,C-Level,Home Health,team_1,Webinar,product_40,0
business_unit_1,Lead,Director,,Home Health,team_1,Webinar,product_40,0
business_unit_4,Lead,Pharmacy Analyst 340B,,Pharmacy,team_11,Webinar,product_60,0
business_unit_1,Lead,,,Other Ambulatory Provider,team_3,Demo Request,product_4,1
business_unit_1,Lead,,,Home Health,team_1,Demo Request,product_27,0
business_unit_1,Lead,Office Manager,,Home Health,team_1,Webinar,product_40,0
business_unit_3,Lead,Sr Compliance RA Administrator,,Health Plan / Payer,team_9,Webinar,product_14,0
business_unit_3,Lead,Risk Adjustment Operations Manager,,Health System,team_9,Webinar,product_14,0
business_unit_1,Lead,,,Home Health,team_1,Demo Request,product_34,1
business_unit_1,Lead,,,Hospital,team_4,Demo Request,product_25,0
business_unit_1,Lead,,,Other Ambulatory Provider,team_5,Demo Request,product_57,0
business_unit_1,Contact,Billing Manager,Manager-Level,Home Health,team_1,Webinar,product_40,0
business_unit_1,Lead,Billing,,Home Health,team_1,Inbound Call,product_4,0
business_unit_3,Contact,Risk Adjustment Coding Specialist,Staff-Level,Health Plan / Payer,team_9,Webinar,product_14,0
business_unit_1,Contact,MD,Provider-Level,Ambulatory Health Care Facilities,team_3,Webinar,product_40,0
business_unit_1,Lead,Senior Vice President and Chief Operating Officer,,Health System,team_4,Demo Request,product_4,1
business_unit_1,Lead,Billing,,"Respiratory, Rehab & Restorative Service",team_3,Inbound Call,product_24,1
business_unit_1,Contact,Billing,Staff-Level,Home Health,team_1,Inbound Call,product_1,0
business_unit_4,Contact,"Product Management Vice President, Business Operations",VP-Level,Pharmacy,team_11,Survey,product_60,0
business_unit_1,Contact,optometric technician,Staff-Level,Eye and Vision Services,team_3,Demo Request,product_50,0
business_unit_1,Lead,Billing,,Physician,team_3,Inbound Call,product_4,1
business_unit_1,Lead,Billing,,Physician,team_3,Inbound Call,product_37,0
business_unit_1,Lead,Billing,,"Respiratory, Rehab & Restorative Service",team_3,Inbound Call,product_1,0
business_unit_1,Contact,,,Billing Services,team_3,Webinar,product_40,0
business_unit_1,Contact,,,Assisted Living Facility,team_1,Webinar,product_40,0
business_unit_1,Contact,Billing Manager,Manager-Level,DME & Medical Supplies,team_3,Webinar,product_40,1
business_unit_1,Contact,Provider,Provider-Level,Mental Health,team_3,Webinar,product_40,0
business_unit_1,Contact,Administrator,Director-Level,Assisted Living Facility,team_1,Webinar,product_40,0
business_unit_1,Contact,Enrollment Contact,,DME & Medical Supplies,team_3,Webinar,product_40,0
business_unit_1,Contact,Administrator,Director-Level,Home Health,team_1,Webinar,product_40,0
business_unit_1,Contact,VP Finance,VP-Level,Skilled Nursing Facility,team_1,Webinar,product_40,0
business_unit_1,Contact,A/R Specialist,Staff-Level,Skilled Nursing Facility,team_1,Webinar,product_40,0
business_unit_1,Contact,Owner,,Mental Health,team_3,Webinar,product_40,0
business_unit_2,Lead,"Head, Oncology Outcomes Research",,Pharmaceutical,team_8,Webinar,product_19,0
business_unit_2,Lead,"Director, Clinical Operations",,Pharmaceutical,team_8,Webinar,product_19,0
business_unit_2,Lead,CEO,,Biotech,team_8,Webinar,product_19,0
business_unit_2,Lead,RWE Analyst,,Biotech,team_8,Webinar,product_19,0
business_unit_2,Lead,"Executive Director, Study Solutions",,Pharmaceutical,team_8,Webinar,product_19,0
business_unit_2,Lead,Clinical Trial Therapy Specialist,,Pharmaceutical,team_8,Webinar,product_19,0
business_unit_2,Lead,Assistant Director-Clinical,,Consulting Services,team_8,Webinar,product_19,0
business_unit_2,Lead,Manager,,Pharmaceutical,team_8,Webinar,product_19,0
business_unit_2,Lead,"Director, Outcome Research",,Pharmaceutical,team_8,Webinar,product_19,0
business_unit_2,Lead,"Director, RWE and HEOR",,Biotech,team_8,Webinar,product_19,0
business_unit_2,Lead,Outcomes Liaison,,Pharmaceutical,team_8,Webinar,product_19,0
business_unit_2,Lead,Director,,Biotech,team_8,Webinar,product_19,0
business_unit_2,Lead,Director,,Hospital,team_8,Webinar,product_19,0
business_unit_2,Lead,"Senior Advisor, Comparative Clinical Effectiveness",,Consulting Services,team_8,Webinar,product_19,0
business_unit_2,Lead,Medical Affairs,,Biotech,team_8,Webinar,product_19,0
business_unit_2,Lead,Snr Manager Health Economics,Manager-Level,Medical Device Manufacturer,team_8,Webinar,product_19,0
business_unit_2,Contact,Consultant Marketing,,Biotech,team_8,Webinar,product_19,0
business_unit_2,Contact,"Head of Medical Affairs Biostatistics, Neuroscience TA",Director-Level,Biotech,team_8,Webinar,product_19,0
business_unit_2,Contact,"Associate Director, Rwe, Data Science",Director-Level,Pharmaceutical,team_8,Webinar,product_19,0
business_unit_2,Lead,"Senior Vice President Strategy, Analytics",VP-Level,Biotech,team_8,Webinar,product_19,0
business_unit_2,Contact,Manager,Manager-Level,Pharmaceutical,team_8,Webinar,product_19,0
business_unit_2,Lead,Chief Operating Officer-RWE,,Pharmaceutical,team_8,Webinar,product_19,1
business_unit_2,Lead,Staff Clinical Scientist,,Medical Device Manufacturer,team_8,Webinar,product_19,0
business_unit_2,Lead,Health Economist,,Medical Device Manufacturer,team_8,Webinar,product_19,0
business_unit_2,Lead,Vice President,,Software Vendor,team_8,Webinar,product_19,0
business_unit_2,Lead,Senior Business Analyst,,Pharmaceutical,team_8,Webinar,product_19,0
business_unit_2,Lead,"Senior Manager, RWE Product",,Pharmaceutical,team_8,Webinar,product_19,1
business_unit_2,Lead,Associate Medical Director,,Biotech,team_8,Webinar,product_19,0
business_unit_2,Lead,Patient Recruitment Operations Manager,,Pharmaceutical,team_8,Webinar,product_19,0
business_unit_2,Lead,"Senior Manager, Business Insights-Value and Access",,Pharmaceutical,team_8,Webinar,product_19,0
business_unit_2,Lead,Medical Director,,Biotech,team_8,Webinar,product_19,0
business_unit_2,Lead,"Director, Medical Affairs",,Medical Device Manufacturer,team_8,Webinar,product_19,0
business_unit_2,Lead,"Senior Director, Health Services Research",,Patient/Disease/Advocacy Group,team_8,Webinar,product_19,0
business_unit_2,Lead,Biostatistician,,Biotech,team_8,Webinar,product_19,0
business_unit_2,Lead,Data Scientist,,Biotech,team_8,Webinar,product_19,0
business_unit_2,Lead,Health Economist,,Pharmaceutical,team_8,Webinar,product_19,0
business_unit_2,Lead,Associate Director,,Pharmaceutical,team_8,Webinar,product_19,0
business_unit_2,Lead,"Executive Director, Global HEOR and Epidemiology",,Pharmaceutical,team_8,Webinar,product_19,0
business_unit_2,Lead,Executive Director,,Pharmaceutical,team_8,Webinar,product_19,0
business_unit_2,Lead,AD,,Pharmaceutical,team_8,Webinar,product_19,0
business_unit_2,Lead,Senior Director,,Pharmaceutical,team_8,Webinar,product_19,0
business_unit_2,Lead,Senior Director,,Biotech,team_8,Webinar,product_19,0
business_unit_2,Lead,Senior Director,,Pharmaceutical,team_8,Webinar,product_19,0
business_unit_2,Lead,"Director, Analysis and Planning",,Pharmaceutical,team_8,Webinar,product_19,0
