Product ID,Product Name,Product Category,Price,Quantity Sold,UOM,Region,Customer Segment,Sales Rep Name,Date of Sale
FCDIWG9XQK,Surgical Gloves,Surgical Supplies,491.3,19,boxes,"Houston, TX",Clinic,Daniel Arnold,2024-07-27
TVZ7I7BYO0,Surgical Scalpels,Medical Devices,233.85,10,pieces,"Minneapolis, MN",Clinic,Thomas Garcia,2024-07-08
H8W2EWIXLP,Ibuprofen Tablets,Pharmaceuticals,473.94,53,packs,"Las Vegas, NV",Hospital,William Cantu,2024-06-24
6EN2HBZH5E,Ibuprofen Tablets,Pharmaceuticals,414.34,47,packs,"Houston, TX",Hospital,Jorge Trujillo,2023-10-17
X283ZGWV5O,Scalpel Blades,Surgical Supplies,230.08,45,pieces,"Denver, CO",Hospital,Jasmine Kelley,2024-03-31
L9CCTLURER,Amoxicillin Capsules,Pharmaceuticals,112.45,38,bottles,"Las Vegas, NV",Clinic,Mallory Barnett,2024-03-08
ZFWTK012RC,Scalpel Blades,Surgical Supplies,156.26,68,pieces,"Dallas, TX",Hospital,James Bradley,2024-07-26
LOWYAF1G4K,Metformin Tablets,Pharmaceuticals,91.7,11,packs,"Denver, CO",Clinic,Lisa Barrera,2024-07-20
MOEF08945W,Cough Syrup,Pharmaceuticals,107.51,64,bottles,"Washington, DC",Hospital,Rebecca Wagner,2024-03-22
KKU2Y1QOWE,Gauze Sponges,Medical Devices,221.68,82,packs,"Los Angeles, CA",Hospital,William Sullivan,2024-07-07
VKUDXIUBUH,Gauze Pads,Surgical Supplies,189.36,51,packs,"Los Angeles, CA",Hospital,Megan Chang,2023-12-16
N5QKOG950H,Forceps,Surgical Supplies,497.76,37,pieces,"Minneapolis, MN",Hospital,Thomas Silva,2024-08-24
TEEB84HMJ9,Surgical Gloves,Surgical Supplies,394.4,23,boxes,"San Francisco, CA",Clinic,Robin Levy,2023-11-10
42CY4NCRLF,Scalpel Blades,Surgical Supplies,489.05,63,pieces,"Las Vegas, NV",Hospital,Mallory Barnett,2024-03-31
K6UGFX91LL,Scalpel Blades,Surgical Supplies,148.02,52,pieces,"Boston, MA",Clinic,Megan Chang,2024-02-09
TH6DXNH32T,IV Catheters,Surgical Supplies,497.45,56,pieces,"Washington, DC",Hospital,Renee Mcgrath,2024-08-15
2I8TPKADQC,Paracetamol Tablets,Pharmaceuticals,104.49,49,packs,"Washington, DC",Clinic,Mallory Barnett,2024-03-03
IX44TSILZR,Aspirin Tablets,Pharmaceuticals,12.17,29,packs,"Houston, TX",Clinic,John Ponce,2023-11-26
CGSHV4D8KI,Scalpel Blades,Surgical Supplies,224.34,38,pieces,"Seattle, WA",Clinic,Linda West,2024-06-21
DJYLX8DJXE,Gauze Pads,Surgical Supplies,426.96,23,packs,"Denver, CO",Clinic,Mikayla Sanchez,2023-12-19
DHH6KV5H99,"Syringes, 50ml",Surgical Supplies,281.69,27,boxes,"Houston, TX",Clinic,Jorge Trujillo,2024-09-11
EX8X87LSNE,Vitamin D Capsules,Pharmaceuticals,168.65,21,bottles,"Denver, CO",Clinic,Lisa Barrera,2024-07-06
ZJUZNYKTNG,Surgical Scalpels,Medical Devices,477.51,53,pieces,"Orlando, FL",Hospital,Juan Campos,2024-07-10
BEM280UN4Z,Forceps,Surgical Supplies,453.52,36,pieces,"Washington, DC",Hospital,Rebecca Wagner,2024-02-05
2DP7ODLAA5,Surgical Gowns,Surgical Supplies,151.07,30,packs,"Washington, DC",Hospital,Rebecca Wagner,2024-09-27
30X6IIH4OA,Blood Collection Tubes,Medical Devices,113.07,80,trays,"Houston, TX",Hospital,Daniel Arnold,2024-03-13
DYZIYBNPE3,Surgical Masks,Surgical Supplies,193.08,75,boxes,"Boston, MA",Clinic,Thomas Garcia,2024-01-19
U8ANB75QNM,Gauze Sponges,Medical Devices,407.23,53,packs,"San Antonio, TX",Clinic,Rachel Sutton,2024-06-09
B1UJLB2WO4,Sterile Drapes,Surgical Supplies,336.41,10,packs,"Boston, MA",Hospital,Megan Chang,2024-08-10
QEDP78M041,IV Tubing Set,Medical Devices,420.83,44,pieces,"Portland, OR",Clinic,Aaron Snyder,2024-09-21
267D6XAZFI,Scalpel Blades,Surgical Supplies,74.83,5,pieces,"Las Vegas, NV",Hospital,Mallory Barnett,2024-03-14
BASV5DRT1B,Catheters,Medical Devices,433.96,29,pieces,"San Antonio, TX",Clinic,Rachel Sutton,2024-07-10
9QCEBSBUFU,Paracetamol Tablets,Pharmaceuticals,165.87,47,packs,"Las Vegas, NV",Clinic,William Cantu,2023-11-15
P4Y088IMM2,Paracetamol Tablets,Pharmaceuticals,131.65,64,packs,"San Francisco, CA",Hospital,Christine King,2024-09-17
EII0HMXPHS,Scalpel Blades,Surgical Supplies,429.11,5,pieces,"Orlando, FL",Hospital,Kyle Blair,2023-10-17
4W2BDQV1LD,Insulin Injection,Pharmaceuticals,190.76,1,syringles,"Los Angeles, CA",Clinic,William Sullivan,2024-04-29
N4XVBD74YL,Disposable Gloves,Medical Devices,440.84,5,boxes,"Orlando, FL",Clinic,Kyle Blair,2024-01-30
K3VC6FEZ76,Metformin Tablets,Pharmaceuticals,196.3,10,packs,"Las Vegas, NV",Clinic,Mallory Barnett,2024-03-04
LEKYL1XOCS,Catheters,Medical Devices,346.41,51,pieces,"San Francisco, CA",Hospital,Mark Harrell,2024-03-23
TJ31EU0FHX,Atorvastatin Tablets,Pharmaceuticals,454.75,39,packs,"San Francisco, CA",Hospital,Robin Levy,2024-04-12
NFC42XLPP4,Atorvastatin Tablets,Pharmaceuticals,121.24,31,packs,"Houston, TX",Clinic,Jorge Trujillo,2024-08-04
C89TVPDEZH,Adhesive Bandages,Medical Devices,129.16,43,packs,"Houston, TX",Clinic,James Bradley,2024-04-05
VHI9D4BEEK,Aspirin Tablets,Pharmaceuticals,313.46,26,packs,"Denver, CO",Hospital,Lisa Barrera,2024-04-15
HGC67LPNST,Aspirin Tablets,Pharmaceuticals,20.79,13,packs,"Portland, OR",Clinic,Ana Smith,2023-10-23
F6OX3R8TX2,Blood Collection Tubes,Medical Devices,204.68,96,trays,"San Francisco, CA",Hospital,Mark Harrell,2024-02-23
XT38GE0KUR,Metformin Tablets,Pharmaceuticals,103.77,36,packs,"San Francisco, CA",Clinic,Christine King,2024-08-09
PDQ49SML6V,Surgical Masks,Surgical Supplies,215.92,24,boxes,"Las Vegas, NV",Clinic,Mallory Barnett,2024-02-03
B9I4XP6K3B,Metformin Tablets,Pharmaceuticals,310.22,51,packs,"Houston, TX",Hospital,Jorge Trujillo,2024-08-30
L1PR6D5J0S,Suture Kits,Surgical Supplies,135.44,10,sets,"Minneapolis, MN",Clinic,Thomas Silva,2024-03-19
RSYVR16HBY,Metformin Tablets,Pharmaceuticals,349.26,51,packs,"Phoenix, AZ",Hospital,Thomas Grimes,2024-01-23
XH81EPI95O,Atorvastatin Tablets,Pharmaceuticals,258.73,70,packs,"Boston, MA",Hospital,Juan Campos,2023-11-29
4KIBL1EIK1,"Syringes, 50ml",Medical Devices,249.66,53,boxes,"Washington, DC",Hospital,Christopher Flores,2024-01-10
DDH54CFFX9,Ibuprofen Tablets,Pharmaceuticals,265.36,23,packs,"Houston, TX",Hospital,James Bradley,2024-05-25
G7NE82VG8K,Surgical Masks,Surgical Supplies,165.31,46,boxes,"Denver, CO",Clinic,Jasmine Kelley,2023-12-27
P0MAGRC0HR,Ibuprofen Tablets,Pharmaceuticals,115.23,14,packs,"Las Vegas, NV",Clinic,William Cantu,2024-10-04
AYIT2ULK3J,Diagnostic Test Strips,Medical Devices,111.74,41,boxes,"Washington, DC",Hospital,Renee Mcgrath,2024-08-26
SGNIXU34WB,Gauze Sponges,Medical Devices,494.37,99,packs,"Washington, DC",Hospital,Christopher Flores,2024-04-12
76VWMEI5V4,"Syringes, 50ml",Surgical Supplies,484.06,27,boxes,"Dallas, TX",Hospital,Daniel Arnold,2024-09-26
AQMBTUNQL0,Suture Kits,Surgical Supplies,251.01,30,sets,"Minneapolis, MN",Clinic,Thomas Garcia,2023-11-03
FYIBX5VRSC,Forceps,Surgical Supplies,91.39,19,pieces,"Minneapolis, MN",Hospital,Thomas Garcia,2024-06-10
3FO9EBYMO7,Cough Syrup,Pharmaceuticals,97.8,42,bottles,"Los Angeles, CA",Clinic,William Sullivan,2024-04-03
5PRWL0FL3Y,Vitamin D Capsules,Pharmaceuticals,180.98,48,bottles,"Minneapolis, MN",Clinic,Thomas Garcia,2023-10-30
F0HFY47CLW,Forceps,Surgical Supplies,88.1,12,pieces,"Houston, TX",Clinic,Jorge Trujillo,2024-06-25
RHSH17WVZW,Amoxicillin Capsules,Pharmaceuticals,453.46,13,bottles,"Houston, TX",Hospital,Daniel Arnold,2024-05-26
U87ML94SJX,IV Catheters,Surgical Supplies,121.89,52,pieces,"Los Angeles, CA",Hospital,William Sullivan,2024-06-21
JUXFIXUYKD,Antibiotic Ointment,Pharmaceuticals,103.97,28,tubes,"Dallas, TX",Clinic,Jennifer Ross,2024-01-05
9EW913PZNQ,Gauze Pads,Surgical Supplies,471.23,28,packs,"Las Vegas, NV",Hospital,Mallory Barnett,2023-11-11
Y0A3WN9VIS,"Syringes, 50ml",Surgical Supplies,173.9,60,boxes,"Houston, TX",Hospital,Jorge Trujillo,2024-01-10
MI685S7ZBD,Diagnostic Test Strips,Medical Devices,369.21,70,boxes,"Los Angeles, CA",Hospital,William Sullivan,2024-03-17
7GU09AGRHP,Scalpel Blades,Surgical Supplies,335.91,21,pieces,"Las Vegas, NV",Clinic,William Cantu,2024-06-11
3BQB5XGGG0,Surgical Scalpels,Medical Devices,457.11,59,pieces,"San Francisco, CA",Clinic,Christine King,2024-07-05
KOC3E8AQIA,Gauze Pads,Surgical Supplies,413.51,67,packs,"Denver, CO",Hospital,Mark Harrell,2024-02-02
5CEG2S02Z3,Insulin Injection,Pharmaceuticals,95.73,6,syringles,"Phoenix, AZ",Clinic,Thomas Grimes,2024-08-11
KKVLYGUQ0F,IV Catheters,Surgical Supplies,230.72,12,pieces,"Minneapolis, MN",Clinic,Thomas Garcia,2024-06-02
EER1SP8XG8,Disposable Face Masks,Medical Devices,220.72,57,boxes,"Chicago, IL",Clinic,John Ponce,2023-12-31
WIQ6TMRFP6,Paracetamol Tablets,Pharmaceuticals,128.08,8,packs,"Minneapolis, MN",Clinic,Thomas Garcia,2024-10-04
KDX6SWA539,"Syringes, 50ml",Surgical Supplies,213.3,10,boxes,"Minneapolis, MN",Hospital,Thomas Silva,2024-09-10
SKE5IB3G7H,"Syringes, 50ml",Medical Devices,300.75,57,boxes,"Washington, DC",Hospital,Renee Mcgrath,2024-07-31
NC6VNNZT8M,Surgical Scalpels,Medical Devices,112.27,51,pieces,"Washington, DC",Hospital,Renee Mcgrath,2024-05-10
Z0I5979Z8R,Metformin Tablets,Pharmaceuticals,30.98,22,packs,"Denver, CO",Clinic,Jasmine Kelley,2024-01-29
U7LFNZHEI0,Cough Syrup,Pharmaceuticals,86.42,12,bottles,"Washington, DC",Clinic,Thomas Silva,2023-12-06
55HWDZ3SMN,Metformin Tablets,Pharmaceuticals,412.74,19,packs,"Phoenix, AZ",Hospital,Rebecca Wagner,2024-01-15
09155GNWKD,Gauze Pads,Surgical Supplies,489.05,16,packs,"Washington, DC",Hospital,Rebecca Wagner,2024-05-01
AQXVW4M7M0,Vitamin D Capsules,Pharmaceuticals,69.64,49,bottles,"San Diego, CA",Hospital,Ana Smith,2024-03-14
GBYY3IBFZS,IV Tubing Set,Medical Devices,266.08,26,pieces,"Portland, OR",Clinic,Ana Smith,2024-01-11
U1ZOR7XYXR,IV Catheters,Surgical Supplies,285.82,57,pieces,"New York City, NY",Clinic,Juan Campos,2024-06-18
QX3NAJGMG6,Antibiotic Ointment,Pharmaceuticals,132.18,39,tubes,"Atlanta, GA",Hospital,Daniel Arnold,2024-04-16
0WTW3C0LNZ,IV Tubing Set,Medical Devices,282.84,32,pieces,"Las Vegas, NV",Hospital,Mallory Barnett,2023-12-02
LRUSU0BCSW,Disposable Face Masks,Medical Devices,196.9,41,boxes,"Los Angeles, CA",Hospital,William Sullivan,2024-01-22
FA05GEOTHX,Disposable Face Masks,Medical Devices,487.63,32,boxes,"San Francisco, CA",Hospital,Mark Harrell,2024-02-22
IFJN8AMDWK,"Syringes, 50ml",Medical Devices,254.13,89,boxes,"Dallas, TX",Hospital,Kristen Turner,2024-01-18
CUE3VX3IUL,Paracetamol Tablets,Pharmaceuticals,183.13,43,packs,"Denver, CO",Clinic,Jasmine Kelley,2024-09-22
W1QX5IW2YL,IV Catheters,Surgical Supplies,165.03,14,pieces,"Las Vegas, NV",Hospital,William Cantu,2024-01-02
6JTO3JUIX6,Cough Syrup,Pharmaceuticals,78.83,43,bottles,"Los Angeles, CA",Hospital,Renee Mcgrath,2024-08-05
N4M1WXBZU7,Blood Collection Tubes,Medical Devices,469.15,68,trays,"San Antonio, TX",Clinic,Rachel Sutton,2023-10-20
F5FNM81IN0,IV Tubing Set,Medical Devices,386.76,30,pieces,"Dallas, TX",Hospital,Jennifer Ross,2024-05-21
DU576CXKT7,Forceps,Surgical Supplies,453.9,44,pieces,"Portland, OR",Clinic,Aaron Snyder,2023-11-10
ISHE1AQ546,Ibuprofen Tablets,Pharmaceuticals,193.9,9,packs,"Phoenix, AZ",Clinic,Ryan Carr,2024-01-20
PFCGUH1N3R,Atorvastatin Tablets,Pharmaceuticals,414.05,67,packs,"Seattle, WA",Hospital,Linda West,2024-10-09
5VQDU44XZW,Surgical Scalpels,Medical Devices,109.57,81,pieces,"Minneapolis, MN",Hospital,Thomas Silva,2023-10-25
13J5I79DWF,Aspirin Tablets,Pharmaceuticals,120.15,47,packs,"Denver, CO",Clinic,Jasmine Kelley,2024-02-29
HQ7MPAMXA5,Paracetamol Tablets,Pharmaceuticals,91.63,23,packs,"Washington, DC",Clinic,Rebecca Wagner,2024-03-23
VAVC6VS662,IV Catheters,Surgical Supplies,318.22,26,pieces,"San Francisco, CA",Clinic,Robin Levy,2024-02-28
TN9XSMOLOG,Adhesive Bandages,Medical Devices,401.17,35,packs,"Houston, TX",Hospital,Daniel Arnold,2024-06-29
D50N6E97TR,Metformin Tablets,Pharmaceuticals,135.41,10,packs,"Portland, OR",Clinic,Aaron Snyder,2024-07-23
7RJYXQQZY1,Vitamin D Capsules,Pharmaceuticals,63.65,44,bottles,"Portland, OR",Clinic,Aaron Snyder,2024-07-05
CRV5QA38GB,Suture Kits,Surgical Supplies,318.77,67,sets,"Orlando, FL",Clinic,Kyle Blair,2024-01-17
Q2PKTLF4U2,IV Tubing Set,Medical Devices,420.07,21,pieces,"Chicago, IL",Clinic,Thomas Grimes,2024-04-28
FQBT7IFLZJ,Amoxicillin Capsules,Pharmaceuticals,448.06,26,bottles,"Las Vegas, NV",Hospital,William Cantu,2024-08-18
SR2QEW9KS2,Insulin Injection,Pharmaceuticals,334.59,26,syringles,"Seattle, WA",Hospital,Linda West,2024-02-15
3MYMIORCK9,Surgical Gowns,Surgical Supplies,167.75,42,packs,"Seattle, WA",Clinic,Linda West,2024-01-28
YIN4P3V3Y0,Metformin Tablets,Pharmaceuticals,39.83,42,packs,"San Antonio, TX",Clinic,Rachel Sutton,2024-07-08
S0KDIS82H6,Aspirin Tablets,Pharmaceuticals,31.56,49,packs,"Seattle, WA",Clinic,Linda West,2023-10-15
N1TANUTRB0,Vitamin D Capsules,Pharmaceuticals,344.06,44,bottles,"Dallas, TX",Hospital,Kristen Turner,2024-07-02
WJ37D5C3T2,Paracetamol Tablets,Pharmaceuticals,111.32,42,packs,"Orlando, FL",Clinic,Kyle Blair,2024-02-28
RNSLJVNV5A,Paracetamol Tablets,Pharmaceuticals,190.13,69,packs,"Boston, MA",Hospital,Megan Chang,2024-08-07
08QHXRZ1OG,Scalpel Blades,Surgical Supplies,54.1,28,pieces,"Boston, MA",Clinic,Megan Chang,2024-09-01
RO7BJGKJ7B,Catheters,Medical Devices,162.0,64,pieces,"Orlando, FL",Hospital,Kyle Blair,2024-04-13
EA64X3CCEZ,Scalpel Blades,Surgical Supplies,393.13,5,pieces,"Phoenix, AZ",Hospital,Mikayla Sanchez,2024-04-06
D8U53SBUI4,Gauze Sponges,Medical Devices,206.55,53,packs,"Denver, CO",Clinic,Jasmine Kelley,2024-02-24
PZIU9X7G2H,Antibiotic Ointment,Pharmaceuticals,50.89,42,tubes,"Boston, MA",Clinic,Megan Chang,2024-07-31
4XW2EXC26V,Atorvastatin Tablets,Pharmaceuticals,498.31,9,packs,"Houston, TX",Hospital,William Cantu,2023-12-10
4YKK7YU48Y,Adhesive Bandages,Medical Devices,479.01,36,packs,"Houston, TX",Clinic,Jorge Trujillo,2024-03-06
Y69YO34SLF,Ibuprofen Tablets,Pharmaceuticals,498.32,38,packs,"Seattle, WA",Hospital,Linda West,2024-01-11
A7Q3VLYNDW,Aspirin Tablets,Pharmaceuticals,497.09,17,packs,"Boston, MA",Hospital,Juan Campos,2023-11-21
Z9H9WXC7IF,Disposable Gloves,Medical Devices,53.37,24,boxes,"San Francisco, CA",Clinic,Mark Harrell,2024-07-18
QXI5195I7W,Scalpel Blades,Surgical Supplies,352.54,6,pieces,"Denver, CO",Hospital,Jasmine Kelley,2024-09-01
AJ67U2WDT2,Paracetamol Tablets,Pharmaceuticals,274.36,47,packs,"Denver, CO",Hospital,Jasmine Kelley,2024-07-26
2B6OSXJC7K,Disposable Gloves,Medical Devices,465.39,5,boxes,"San Antonio, TX",Clinic,Rachel Sutton,2023-12-26
WHFDZ8O7KZ,Antibiotic Ointment,Pharmaceuticals,366.26,53,tubes,"Washington, DC",Hospital,Christopher Flores,2024-01-22
RUZ396SZRG,Antibiotic Ointment,Pharmaceuticals,238.5,13,tubes,"Orlando, FL",Hospital,Kyle Blair,2024-05-19
JDA8JBEFUD,Scalpel Blades,Surgical Supplies,183.65,32,pieces,"Phoenix, AZ",Clinic,Mikayla Sanchez,2024-01-16
RTY1596FK8,IV Tubing Set,Medical Devices,190.91,70,pieces,"Minneapolis, MN",Clinic,Thomas Silva,2024-02-01
9C0AGQJ19X,Suture Kits,Surgical Supplies,443.95,41,sets,"Las Vegas, NV",Clinic,Linda West,2024-04-21
18XDIFD4ZQ,Surgical Gloves,Surgical Supplies,75.44,47,boxes,"Washington, DC",Clinic,Christopher Flores,2024-08-02
E6OPTTP7K7,Blood Collection Tubes,Medical Devices,155.05,39,trays,"Phoenix, AZ",Clinic,Thomas Grimes,2024-05-20
BGXNHVA5MC,Scalpel Blades,Surgical Supplies,272.83,31,pieces,"Denver, CO",Clinic,Daniel Arnold,2024-10-01
FHWWVBUTE9,Disposable Gloves,Medical Devices,179.03,59,boxes,"Boston, MA",Hospital,Juan Campos,2024-02-13
YHPH6E7T09,Blood Collection Tubes,Medical Devices,159.84,58,trays,"New York City, NY",Hospital,Ryan Carr,2024-07-28
N9MD5E6G04,Blood Collection Tubes,Medical Devices,211.0,34,trays,"Los Angeles, CA",Hospital,William Sullivan,2024-05-09
X4LXAFJ4J7,Disposable Face Masks,Medical Devices,91.5,26,boxes,"Washington, DC",Clinic,Rebecca Wagner,2023-12-26
VJDOUZZQL7,"Syringes, 50ml",Surgical Supplies,100.62,77,boxes,"Chicago, IL",Hospital,John Ponce,2023-11-25
6SVQ2SLGS1,Atorvastatin Tablets,Pharmaceuticals,112.53,46,packs,"San Francisco, CA",Clinic,Robin Levy,2024-04-13
PX6X5VTPJ1,Atorvastatin Tablets,Pharmaceuticals,120.78,8,packs,"Phoenix, AZ",Clinic,Ryan Carr,2023-12-27
ZYTQGMB0JO,Catheters,Medical Devices,371.44,32,pieces,"Boston, MA",Hospital,Megan Chang,2024-03-06
COYNKHB8DJ,"Syringes, 50ml",Medical Devices,70.46,61,boxes,"Phoenix, AZ",Clinic,Thomas Grimes,2023-10-29
S66APT5V8B,Diagnostic Test Strips,Medical Devices,395.02,56,boxes,"Washington, DC",Clinic,Rebecca Wagner,2024-03-21
11U2ZMS4LT,Surgical Scalpels,Medical Devices,400.87,91,pieces,"San Francisco, CA",Hospital,Robin Levy,2024-03-01
Q6BWO9E1SM,Antibiotic Ointment,Pharmaceuticals,483.11,28,tubes,"Washington, DC",Hospital,Renee Mcgrath,2024-03-31
XMXEUIRMF1,Aspirin Tablets,Pharmaceuticals,482.72,62,packs,"Phoenix, AZ",Hospital,Ryan Carr,2024-08-06
05AEAW632C,Forceps,Surgical Supplies,344.19,43,pieces,"Atlanta, GA",Hospital,Robert Green,2024-06-05
XM6ODDFKPS,Disposable Gloves,Medical Devices,119.72,91,boxes,"San Francisco, CA",Hospital,Rachel Sutton,2024-02-10
C55FC29Z1O,Adhesive Bandages,Medical Devices,298.1,32,packs,"San Francisco, CA",Hospital,Robin Levy,2023-10-21
BEUVEFU1Z1,Surgical Scalpels,Medical Devices,254.61,66,pieces,"Minneapolis, MN",Hospital,Thomas Silva,2023-12-05
0H33Y3QT3J,Metformin Tablets,Pharmaceuticals,144.02,61,packs,"Seattle, WA",Hospital,Robin Levy,2024-04-15
6JFULB5GHK,Disposable Face Masks,Medical Devices,324.08,60,boxes,"Boston, MA",Clinic,Juan Campos,2024-08-31
XFTZB2E63Q,Adhesive Bandages,Medical Devices,410.89,62,packs,"San Antonio, TX",Hospital,Rachel Sutton,2024-03-30
IX7U05968D,"Syringes, 50ml",Medical Devices,206.72,58,boxes,"Portland, OR",Clinic,Aaron Snyder,2024-03-15
7TFU8QUEWU,Surgical Masks,Surgical Supplies,79.85,69,boxes,"Los Angeles, CA",Hospital,William Sullivan,2024-04-16
P9FIVX2GXY,Adhesive Bandages,Medical Devices,401.12,40,packs,"Chicago, IL",Clinic,John Ponce,2023-11-30
NHWNCLEMJD,Suture Kits,Surgical Supplies,486.02,64,sets,"Phoenix, AZ",Hospital,Thomas Grimes,2024-08-02
213ZPFKHRX,Gauze Pads,Surgical Supplies,388.51,19,packs,"San Antonio, TX",Hospital,Rachel Sutton,2024-04-10
UABLONSXIP,Vitamin D Capsules,Pharmaceuticals,59.61,13,bottles,"Dallas, TX",Clinic,Jennifer Ross,2023-11-09
CEPA9CUZED,Forceps,Surgical Supplies,351.72,56,pieces,"Portland, OR",Hospital,Aaron Snyder,2024-09-12
VOV6PPYHEB,Diagnostic Test Strips,Medical Devices,447.44,75,boxes,"Houston, TX",Hospital,James Bradley,2023-11-08
ZLMJUBHRM9,Surgical Gowns,Surgical Supplies,394.51,64,packs,"Phoenix, AZ",Hospital,Mikayla Sanchez,2023-10-24
376AMWMCKY,Suture Kits,Surgical Supplies,255.75,68,sets,"Boston, MA",Hospital,Juan Campos,2023-10-14
NGF6UXCII7,IV Tubing Set,Medical Devices,482.09,40,pieces,"Dallas, TX",Clinic,Jennifer Ross,2024-04-30
7NFACTUWOG,Catheters,Medical Devices,315.67,40,pieces,"Dallas, TX",Hospital,Kristen Turner,2024-02-09
7F4XFFITXV,Surgical Scalpels,Medical Devices,198.32,62,pieces,"Boston, MA",Hospital,Megan Chang,2023-11-06
HFNMC6M1BF,Surgical Scalpels,Medical Devices,229.15,57,pieces,"Phoenix, AZ",Hospital,Rebecca Wagner,2023-10-30
A8XCU6QTUJ,Gauze Pads,Surgical Supplies,455.26,59,packs,"Miami, FL",Hospital,Megan Chang,2024-04-03
UUT8Q7STBL,Suture Kits,Surgical Supplies,419.59,51,sets,"Washington, DC",Hospital,John Ponce,2023-11-08
7HZ8ETUY6A,Surgical Gloves,Surgical Supplies,215.45,32,boxes,"Los Angeles, CA",Clinic,William Sullivan,2023-12-26
3C0DRHPWHD,IV Catheters,Surgical Supplies,472.5,21,pieces,"Washington, DC",Clinic,Rebecca Wagner,2024-07-11
9VUPTKAC9Q,IV Catheters,Surgical Supplies,469.64,28,pieces,"Boston, MA",Clinic,Jasmine Kelley,2024-02-04
317NFA2X2H,Suture Kits,Surgical Supplies,253.8,5,sets,"Washington, DC",Hospital,Rebecca Wagner,2023-10-24
X1ZYWX1API,Scalpel Blades,Surgical Supplies,265.06,12,pieces,"Denver, CO",Hospital,Lisa Barrera,2024-09-28
20PUJ1CU3W,Aspirin Tablets,Pharmaceuticals,170.67,2,packs,"Dallas, TX",Clinic,Kristen Turner,2024-09-19
FQWLSIK7EP,Amoxicillin Capsules,Pharmaceuticals,113.05,47,bottles,"Chicago, IL",Clinic,John Ponce,2024-06-03
7WR0UDLONY,IV Catheters,Surgical Supplies,346.87,26,pieces,"Minneapolis, MN",Clinic,Juan Campos,2024-07-18
FK2R3OTLTG,"Syringes, 50ml",Surgical Supplies,443.99,70,boxes,"Portland, OR",Clinic,Ana Smith,2024-09-16
KLF361KDJG,Scalpel Blades,Surgical Supplies,460.29,27,pieces,"Denver, CO",Hospital,Lisa Barrera,2024-02-16
06AWCB6WXA,Cough Syrup,Pharmaceuticals,142.48,7,bottles,"Chicago, IL",Clinic,John Ponce,2024-05-30
T1NQVQ5W44,Disposable Gloves,Medical Devices,358.1,21,boxes,"Phoenix, AZ",Hospital,Ryan Carr,2024-10-05
Q2GLYFQ0S9,Amoxicillin Capsules,Pharmaceuticals,130.79,18,bottles,"Dallas, TX",Clinic,Juan Campos,2023-11-05
WZITX9KQO1,"Syringes, 50ml",Surgical Supplies,178.75,34,boxes,"San Francisco, CA",Clinic,Mark Harrell,2024-08-24
JYRQSC76IX,Ibuprofen Tablets,Pharmaceuticals,420.45,45,packs,"Portland, OR",Hospital,Aaron Snyder,2024-03-27
CMIE9MEG1L,Diagnostic Test Strips,Medical Devices,250.47,45,boxes,"Orlando, FL",Hospital,Kyle Blair,2024-09-13
M7F2YE55X5,Adhesive Bandages,Medical Devices,137.73,68,packs,"San Antonio, TX",Hospital,Jasmine Kelley,2024-02-28
XY68Q14APR,Antibiotic Ointment,Pharmaceuticals,165.54,25,tubes,"Boston, MA",Clinic,Juan Campos,2023-10-29
HK8EF3K0HW,Gauze Pads,Surgical Supplies,302.99,51,packs,"Orlando, FL",Hospital,Lisa Barrera,2024-04-19
QT9LRZ49X0,Adhesive Bandages,Medical Devices,393.94,72,packs,"Chicago, IL",Clinic,Ana Smith,2024-09-18
OE2YNOYQQM,IV Catheters,Surgical Supplies,196.26,56,pieces,"Dallas, TX",Hospital,Kristen Turner,2024-05-02
P9NRDA6JM9,Scalpel Blades,Surgical Supplies,129.69,40,pieces,"Seattle, WA",Clinic,Linda West,2024-01-10
A0ATVESQ9T,Blood Collection Tubes,Medical Devices,272.22,10,trays,"Portland, OR",Clinic,Daniel Arnold,2024-06-18
RU8JC9ZNU8,Metformin Tablets,Pharmaceuticals,97.84,18,packs,"Atlanta, GA",Hospital,Robert Green,2024-05-03
D01WBUVVVY,Aspirin Tablets,Pharmaceuticals,76.16,42,packs,"Atlanta, GA",Hospital,Robert Green,2024-05-03
HAFH0Z9HC0,Surgical Scalpels,Medical Devices,171.93,50,pieces,"Minneapolis, MN",Clinic,Thomas Garcia,2024-01-09
77KSAE73AH,IV Tubing Set,Medical Devices,374.15,5,pieces,"Dallas, TX",Clinic,Jennifer Ross,2024-01-02
YB369MPH07,Disposable Face Masks,Medical Devices,234.11,78,boxes,"Philadelphia, PA",Hospital,Megan Chang,2023-10-17
JSU067LY1H,Surgical Masks,Surgical Supplies,174.43,11,boxes,"Dallas, TX",Clinic,Jennifer Ross,2024-10-02
OZ1X4SO6U6,Surgical Masks,Surgical Supplies,238.86,45,boxes,"San Antonio, TX",Hospital,Rachel Sutton,2024-07-14
RACEI6PWAW,Scalpel Blades,Surgical Supplies,412.95,41,pieces,"Atlanta, GA",Clinic,Robert Green,2024-09-07
4GE9QFFXN2,Blood Collection Tubes,Medical Devices,317.75,20,trays,"Denver, CO",Clinic,Lisa Barrera,2024-03-27
S9J06KTLUV,Sterile Drapes,Surgical Supplies,411.48,45,packs,"Atlanta, GA",Hospital,Kristen Turner,2024-01-08
